cmd_date,id_user,product_id,quantity,price,cmd_name,cmd_address,cmd_state,delivery_date,billing_date
2019-05-31,457,110,3,131.46,users457_6,"97 NEEDHAM DRIVE, CRANAGE [ CHESHIRE ]",cancel request,1899-12-30,2019-06-02
2020-09-23,104,604,2,45,users104_7,SPORT FOREVER FR 4,cancel request,1899-12-30,2020-09-26
2018-12-22,458,525,3,60.66,users458_10,302 SELBOURNE ROAD [ BEDFORDSHIRE ],cancel request,1899-12-30,2018-12-24
2021-02-04,569,61,6,288.18,users569_9,"172, Boulevard Léopold II [ Molenbeek-Saint-Jean ]",cancel request,1899-12-30,1899-12-30
2011-02-01,319,521,2,49.72,users319_4,"10, Lotissement du Chazelas [ Barcelonnette ]",cancel request,1899-12-30,1899-12-30
2020-05-01,18,473,2,43.76,users18_5,"15, Route de Valensole [ Riez ]",cancel request,1899-12-30,1899-12-30
2016-09-15,233,527,3,64.71,users233_1,"3, Place du Terreau [ Manosque ]",cancel request,1899-12-30,1899-12-30
2021-05-12,215,68,3,120.99,users215_7,SPORT FOREVER FR 8,cancel request,1899-12-30,1899-12-30
2016-07-22,50,320,1,21.52,users50_8,"7, Rue de la Durance [ Les Mées ]",cancel request,1899-12-30,1899-12-30
2020-05-10,169,116,2,87.66,users169_7,SPORT FOREVER FR 3,cancel request,1899-12-30,1899-12-30
2019-03-08,112,60,1,47.98,users112_10,"9, Place Capitaine Victor Arnoux [ Mézel ]",cancel request,1899-12-30,1899-12-30
2016-06-22,471,473,2,43.76,users471_7,"21, Rue de l'Expansion [ Anderlecht ]",cancel request,1899-12-30,1899-12-30
2020-09-13,444,97,1,46.64,users444_4,5 PEACH STREET [ HEANOR ],cancel request,1899-12-30,1899-12-30
2020-11-25,379,602,7,162.68,users379_7,24B GWS INDUSTRIAL ESTATE [ WEDNESBURY ],cancel request,1899-12-30,1899-12-30
2017-05-09,127,461,1,21.87,users127_3,"43, Lotissement les Jardins de la Thomassi [ Manosque ]",cancel request,1899-12-30,2017-05-10
2018-09-29,347,590,3,72.39,users347_9,"7235, Route d'Ainac-Lambert [ La Robine-sur-Galabre ]",cancel request,1899-12-30,2018-10-02
2015-02-18,395,10,3,236.91,users395_10,SPORT FOREVER UK 1,cancel request,1899-12-30,2015-02-20
2020-06-22,136,88,2,85.66,users136_10,"21, Route de la Fontaine [ Bras-d'Asse ]",cancel request,1899-12-30,2020-06-23
2016-04-20,367,165,2,43.88,users367_1,208A ROUNDHAY ROAD [ LEEDS ],cancel request,1899-12-30,2016-04-22
2021-04-02,101,623,2,49.04,users101_2,"17B, Lotissement La Dindouleto [ Villeneuve ]",cancel request,1899-12-30,2021-04-05
2014-03-06,469,119,2,88.64,users469_3,"12, Square des Oriflammes [ Ganshoren ]",cancel request,1899-12-30,2014-03-08
2015-06-04,31,401,3,63.06,users31_2,"15, Rue Pied de Ville [ Digne-les-Bains ]",cancel request,1899-12-30,2015-06-05
2011-02-28,570,269,3,64.41,users570_4,"98, Rue Josaphat [ Schaerbeek ]",cancel request,1899-12-30,2011-03-02
2019-09-26,200,172,5,112.35,users200_6,"32, Rue Ratavoux [ Volx ]",canceled,1899-12-30,2019-09-27
2019-06-21,589,524,2,42.26,users589_1,"1, Avenue Impératrice Charlotte [ Bruxelles ]",canceled,1899-12-30,2019-06-24
2019-10-07,506,575,2,48.88,users506_6,SPORT FOREVER BE 5,canceled,1899-12-30,2019-10-10
2017-12-23,458,335,3,60.12,users458_6,302 SELBOURNE ROAD [ BEDFORDSHIRE ],canceled,1899-12-30,2017-12-24
2021-02-05,238,168,3,67.38,users238_6,"16, Avenue des Sources [ Château-Arnoux-Saint-Auban ]",canceled,1899-12-30,2021-02-06
2018-08-13,575,175,3,63.24,users575_9,SPORT FOREVER BE 4,canceled,1899-12-30,2018-08-16
2013-11-14,227,434,3,72.36,users227_3,"10, Avenue Fontauris [ Forcalquier ]",canceled,1899-12-30,2013-11-16
2017-11-08,263,437,2,49.22,users263_9,SPORT FOREVER FR 10,canceled,1899-12-30,2017-11-09
2020-02-15,11,270,3,66.33,users11_2,"29, Chemin de Chabasse [ Digne-les-Bains ]",canceled,1899-12-30,2020-02-17
2017-05-02,532,281,1,23.84,users532_5,"16, Rue Rittweger [ Uccle ]",canceled,1899-12-30,2017-05-03
2016-07-20,234,378,4,95.2,users234_1,"55, Avenue Général de Gaulle [ Peyruis ]",canceled,1899-12-30,2016-07-23
2018-02-20,37,86,3,139.92,users37_9,"1BIS, Rue Henri Bosco [ Les Mées ]",canceled,1899-12-30,2018-02-21
2016-09-11,282,533,1,23.21,users282_6,"19, Rue de la Belugue [ Digne-les-Bains ]",canceled,1899-12-30,2016-09-13
2019-03-04,298,20,2,124.1,users298_4,"3, Impasse des Chènevières [ Digne-les-Bains ]",canceled,1899-12-30,2019-03-07
2012-01-29,91,224,7,142.87,users91_9,"1, Rue Droite [ Sisteron ]",canceled,1899-12-30,2012-01-31
2020-11-18,509,623,3,73.56,users509_1,"7, Rue de la Sécurité [ Koekelberg ]",canceled,1899-12-30,2020-11-19
2020-01-16,60,461,1,21.87,users60_5,"1A, Rue Clément Ader [ Château-Arnoux-Saint-Auban ]",canceled,1899-12-30,2020-01-17
2020-09-08,269,254,3,72.57,users269_1,SPORT FOREVER FR 6,canceled,1899-12-30,2020-09-09
2019-06-19,465,382,1,20.59,users465_2,"17, Avenue des Faons [ Uccle ]",canceled,1899-12-30,1899-12-30
2021-01-19,401,608,2,40.92,users401_6,SPORT FOREVER UK 3,canceled,1899-12-30,1899-12-30
2017-07-30,257,483,1,20.23,users257_5,"122, Avenue des Savels [ Manosque ]",canceled,1899-12-30,1899-12-30
2014-06-25,101,30,2,139.82,users101_7,"17B, Lotissement La Dindouleto [ Villeneuve ]",canceled,1899-12-30,1899-12-30
2016-10-30,141,368,2,41.08,users141_10,SPORT FOREVER FR 9,canceled,1899-12-30,1899-12-30
2016-12-18,194,285,1,23.65,users194_8,"535, Chemin du Clos de Bouichard [ Villeneuve ]",canceled,1899-12-30,1899-12-30
2018-07-12,326,437,3,73.83,users326_9,"33, Rue Beethoven [ Digne-les-Bains ]",canceled,1899-12-30,1899-12-30
2017-10-18,132,442,3,67.92,users132_9,SPORT FOREVER FR 9,canceled,1899-12-30,1899-12-30
2013-11-18,43,495,3,72.06,users43_4,"4, Allée de Lilas [ Barcelonnette ]",canceled,1899-12-30,1899-12-30
2013-12-28,6,470,3,67.08,users6_2,"338, Route de Saint-Bernard [ Saint-Pons ]",canceled,1899-12-30,1899-12-30
2018-04-23,192,626,4,81.84,users192_9,"155, Chemin du Clos de Portales [ Manosque ]",canceled,1899-12-30,1899-12-30
2019-10-13,284,318,3,61.95,users284_8,"8BIS, Rue de la Carraire [ Valensole ]",canceled,1899-12-30,1899-12-30
2018-02-04,592,347,3,72.03,users592_6,"1, Avenue François Malherbe [ Anderlecht ]",canceled,1899-12-30,1899-12-30
2020-05-02,32,546,1,21.46,users32_6,SPORT FOREVER FR 10,canceled,1899-12-30,1899-12-30
2019-12-23,241,250,2,41.94,users241_2,"107, Chemin de Bramafan [ Saint-Étienne-les-Orgues ]",canceled,1899-12-30,1899-12-30
2021-02-15,522,366,3,65.43,users522_1,"87, Rue du Jardinier [ Molenbeek-Saint-Jean ]",canceled,1899-12-30,1899-12-30
2015-05-31,283,159,3,72.36,users283_4,"35, Rue Grande [ Gréoux-les-Bains ]",canceled,1899-12-30,1899-12-30
2021-03-30,211,136,4,97.16,users211_2,"186, Avenue de la République [ Sainte-Tulle ]",canceled,1899-12-30,1899-12-30
2021-02-06,116,253,3,65.73,users116_1,SPORT FOREVER FR 3,canceled,1899-12-30,1899-12-30
2021-02-19,14,10,2,157.94,users14_5,"341, Route de Digne [ Le Brusquet ]",canceled,1899-12-30,1899-12-30
2021-02-26,508,63,1,43.39,users508_6,"1A, Rue de l'Aurore [ Bruxelles ]",canceled,1899-12-30,1899-12-30
2018-06-13,189,604,2,45,users189_5,"15, Lotissement la Musardiere [ Manosque ]",canceled,1899-12-30,2018-06-14
2019-11-28,396,380,1,23.52,users396_3,208A ROUNDHAY ROAD [ LEEDS ],canceled,1899-12-30,2019-11-30
2021-01-12,373,501,3,70.89,users373_10,LEEK ROAD HANLEY [ STAFFORDSHIRE ],canceled,1899-12-30,2021-01-15
2018-09-28,196,19,1,80.19,users196_9,SPORT FOREVER FR 1,canceled,1899-12-30,2018-09-30
2020-12-08,312,87,2,98.9,users312_8,"2264, Route de Carniol [ Banon ]",canceled,1899-12-30,2020-12-11
2018-08-28,511,245,2,43.86,users511_5,"5, Drève Pittoresque [ Uccle ]",canceled,1899-12-30,2018-08-31
2016-11-03,6,288,2,43.02,users6_1,"338, Route de Saint-Bernard [ Saint-Pons ]",canceled,1899-12-30,2016-11-05
2019-11-20,444,59,1,42.59,users444_9,5 PEACH STREET [ HEANOR ],canceled,1899-12-30,2019-11-23
2020-10-03,441,499,1,22.8,users441_5,OLD FIRE STATION [ NEWRY ],canceled,1899-12-30,2020-10-04
2019-06-04,39,55,3,139.89,users39_6,SPORT FOREVER FR 5,canceled,1899-12-30,2019-06-06
2019-12-01,327,237,3,70.86,users327_6,"546, Montée des Genêts [ Manosque ]",canceled,1899-12-30,2019-12-03
2019-05-02,347,161,3,66.69,users347_10,"7235, Route d'Ainac-Lambert [ La Robine-sur-Galabre ]",cancel rejected,1899-12-30,1899-12-30
2012-10-11,20,532,2,44.72,users20_6,"2027, Rue Chapuzie [ Sisteron ]",cancel rejected,1899-12-30,1899-12-30
2020-10-10,74,329,3,64.32,users74_2,"92, Rue des Tulipes [ Manosque ]",cancel rejected,1899-12-30,1899-12-30
2021-03-16,168,590,1,24.13,users168_2,"3, Impasse des Félibres [ Peyruis ]",cancel rejected,1899-12-30,1899-12-30
2019-07-24,600,35,3,202.08,users600_3,SPORT FOREVER BE 5,cancel rejected,1899-12-30,1899-12-30
2017-05-16,150,39,2,141.6,users150_3,"60, Grand Rue [ Gigors ]",cancel rejected,1899-12-30,1899-12-30
2017-09-09,140,180,1,24.56,users140_10,"2355, Chemin du Pailler [ La Robine-sur-Galabre ]",cancel rejected,1899-12-30,1899-12-30
2020-09-20,414,408,1,20.62,users414_1,SPORT FOREVER UK 1,cancel rejected,1899-12-30,1899-12-30
2020-07-04,10,498,1,20.62,users10_10,"19, Rue du 14 Juillet [ Puimichel ]",cancel rejected,1899-12-30,1899-12-30
2014-11-22,502,505,1,24.98,users502_10,"841, Rue de Neerpede [ Anderlecht ]",cancel rejected,1899-12-30,1899-12-30
2017-09-06,30,410,1,24.98,users30_6,"20, Lotissement de la Cigaliere [ Sisteron ]",cancel rejected,1899-12-30,1899-12-30
2019-12-16,192,511,1,24.58,users192_2,"155, Chemin du Clos de Portales [ Manosque ]",cancel rejected,1899-12-30,1899-12-30
2020-01-30,76,486,2,43.04,users76_3,"255, Route des Cordeils [ Saint-Pons ]",cancel rejected,1899-12-30,1899-12-30
2020-09-02,97,42,1,74.39,users97_7,"611, Chemin du Moulin Neuf [ Manosque ]",cancel rejected,1899-12-30,1899-12-30
2017-05-29,71,528,2,43.16,users71_4,SPORT FOREVER FR 5,cancel rejected,1899-12-30,1899-12-30
2018-06-29,306,606,2,42.2,users306_2,"15TER, Route de Champtercier [ Digne-les-Bains ]",cancel rejected,1899-12-30,1899-12-30
2020-06-10,226,374,1,24.13,users226_3,"9, Rue des Cades [ Manosque ]",cancel rejected,1899-12-30,2020-06-13
2017-02-19,22,79,2,99.52,users22_4,"10, Avenue Centrale [ Château-Arnoux-Saint-Auban ]",cancel rejected,1899-12-30,2017-02-21
2016-03-09,381,411,3,63.99,users381_1,99 STANLEY ROAD [ MERSEYSIDE ],cancel rejected,1899-12-30,2016-03-11
2020-04-02,308,436,5,112.45,users308_8,"108, Chemin du Moulin Neuf [ Manosque ]",cancel rejected,1899-12-30,2020-04-04
2015-03-01,67,486,1,21.52,users67_1,SPORT FOREVER FR 2,cancel rejected,1899-12-30,2015-03-04
2021-03-24,31,426,2,47.14,users31_8,"15, Rue Pied de Ville [ Digne-les-Bains ]",cancel rejected,1899-12-30,2021-03-26
2019-01-18,229,469,3,66.27,users229_3,"5, Rue du Faubourg Ratonneau [ Valensole ]",cancel rejected,1899-12-30,2019-01-21
2016-09-02,239,76,2,97.96,users239_4,"8, Avenue du Déffend [ Pierrevert ]",cancel rejected,1899-12-30,2016-09-03
2018-02-08,195,505,1,24.98,users195_8,"402, Montée des Vraies Richesses [ Manosque ]",cancel rejected,1899-12-30,2018-02-10
2019-09-29,515,58,3,148.47,users515_10,"127, Rue d'Ostende [ Molenbeek-Saint-Jean ]",cancel rejected,1899-12-30,2019-10-01
2014-04-21,537,152,3,66.12,users537_7,SPORT FOREVER BE 3,cancel rejected,1899-12-30,2014-04-24
2020-07-17,184,331,3,65.94,users184_9,"9TER, Rue Voltaire [ Manosque ]",cancel rejected,1899-12-30,2020-07-19
2021-02-04,310,606,1,21.1,users310_3,"13, Le Clouvet [ Allos ]",cancel rejected,1899-12-30,2021-02-05
2020-04-03,362,57,1,47.98,users362_6,RAVENSWORTH HOUSE [ VALLEY GATESHEAD ],cancel rejected,1899-12-30,2020-04-04
2019-12-10,3,175,2,42.16,users3_7,"109, Le Village Montagnac [ Montagnac-Montpezat ]",cancel rejected,1899-12-30,2019-12-12
2015-01-25,9,333,1,20.15,users9_9,"8, Rue du Trou du Loup [ Villeneuve ]",cancel rejected,1899-12-30,2015-01-26
2020-03-19,73,155,2,41.36,users73_8,"1, Avenue Paul Martin [ Digne-les-Bains ]",cancel rejected,1899-12-30,2020-03-21
2016-03-17,590,540,1,21.02,users590_1,"257, Rue François Gay [ Woluwe-Saint-Pierre ]",cancel rejected,1899-12-30,2016-03-19
2021-01-05,122,230,3,60.03,users122_5,"1621, Chemin de Biabaux [ Dauphin ]",cancel rejected,1899-12-30,2021-01-06
2018-03-09,309,316,1,21.22,users309_10,"9202, Rue des Amandiers [ Digne-les-Bains ]",cancel rejected,1899-12-30,2018-03-11
2020-12-06,142,334,1,24.61,users142_3,SPORT FOREVER FR 8,cancel rejected,1899-12-30,2020-12-08
2021-05-16,69,523,1,24.52,users69_8,"148, Sarrabosc [ Sisteron ]",cancel rejected,1899-12-30,2021-05-19
2016-03-08,322,160,2,45.34,users322_2,"76, Rue Notre-Dame [ Sisteron ]",cancel rejected,1899-12-30,2016-03-11
2019-06-10,3,600,3,60.66,users3_7,"109, Le Village Montagnac [ Montagnac-Montpezat ]",cancel rejected,1899-12-30,2019-06-12
2020-09-07,83,377,2,43,users83_9,"3, Rue Roger Roman [ Oraison ]",cancel rejected,1899-12-30,2020-09-10
2019-05-06,449,197,1,24.09,users449_1,UNIT 20 HOPEWELL BUSINESS CENTRE [ CHATHAM ],cancel rejected,1899-12-30,2019-05-09
2020-10-21,521,100,2,96.18,users521_9,SPORT FOREVER BE 5,cancel rejected,1899-12-30,2020-10-24
2015-06-25,376,521,1,24.86,users376_7,SPORT FOREVER UK 2,cancel rejected,1899-12-30,2015-06-26
2011-03-02,268,65,4,189,users268_6,SPORT FOREVER FR 4,cancel rejected,1899-12-30,2011-03-05
2020-02-26,74,395,1,21.4,users74_1,"92, Rue des Tulipes [ Manosque ]",cancel rejected,1899-12-30,2020-02-29
2017-11-26,136,34,7,507.78,users136_5,"21, Route de la Fontaine [ Bras-d'Asse ]",cancel rejected,1899-12-30,2017-11-27
2015-02-17,118,578,3,72.84,users118_4,"29, Traverse du Plan de Leydet [ Sisteron ]",cancel rejected,1899-12-30,2015-02-19
2017-11-10,198,444,2,47.26,users198_8,"13, Chemin des Canto Grilhet [ Peyruis ]",cancel rejected,1899-12-30,2017-11-13
2019-02-28,298,40,2,129.64,users298_3,"3, Impasse des Chènevières [ Digne-les-Bains ]",cancel rejected,1899-12-30,2019-03-01
2018-01-28,152,621,1,24.56,users152_6,"234, Chemin de la Beaudine [ Forcalquier ]",repayment asked,2018-02-02,2018-01-30
2011-02-08,20,534,3,61.05,users20_9,"2027, Rue Chapuzie [ Sisteron ]",repayment asked,2011-02-13,2011-02-10
2020-04-18,271,201,3,66.27,users271_1,SPORT FOREVER FR 4,repayment asked,2020-04-22,2020-04-20
2019-09-23,72,457,2,48.8,users72_4,"92, Rue de la Bourgade [ Banon ]",repayment asked,2019-09-27,2019-09-24
2021-01-06,400,440,2,49.72,users400_2,SPORT FOREVER UK 2,repayment asked,1899-12-30,2021-01-09
2020-11-03,437,219,3,72.81,users437_9,4 CAPRICORN CENTRE [ BASILDON ],repayment asked,1899-12-30,2020-11-06
2020-08-05,599,500,3,61.95,users599_10,"171, Rue Verte [ Schaerbeek ]",repayment asked,1899-12-30,2020-08-07
2020-09-11,362,446,3,65.91,users362_4,RAVENSWORTH HOUSE [ VALLEY GATESHEAD ],repayment asked,1899-12-30,2020-09-14
2016-10-03,185,522,3,62.79,users185_9,"180BIS, Rue Notre-Dame [ Sisteron ]",repayment asked,1899-12-30,2016-10-05
2020-12-22,221,570,2,42.44,users221_5,"5, Lotissement La Burlière [ Villeneuve ]",repayment asked,1899-12-30,2020-12-24
2020-12-09,204,227,2,45.44,users204_2,"5, Avenue Gutenberg [ Digne-les-Bains ]",repayment asked,1899-12-30,2020-12-12
2015-04-29,286,561,2,49.46,users286_7,"1055, Chemin du Moulin [ Villeneuve ]",repayment asked,1899-12-30,2015-04-30
2017-02-27,155,114,1,49.37,users155_4,"749, Route de Saint-Jurs [ Estoublon ]",repayment asked,1899-12-30,2017-03-02
2020-09-25,265,403,3,68.19,users265_8,SPORT FOREVER FR 5,repayment asked,1899-12-30,2020-09-28
2016-05-04,591,274,2,42.34,users591_4,"172, Boulevard Léopold II [ Molenbeek-Saint-Jean ]",repayment asked,1899-12-30,2016-05-07
2021-04-19,569,171,1,23.01,users569_10,"172, Boulevard Léopold II [ Molenbeek-Saint-Jean ]",repayment asked,1899-12-30,2021-04-20
2014-02-10,288,517,2,43.82,users288_8,"51, Rue des Frères Mahoudeaux [ Digne-les-Bains ]",repayment asked,1899-12-30,2014-02-13
